 TIME                    	Temperature_ext_C        	Sky_Temperature          	Relative_Humidity        	Wind_velocity            	Solar_zenith_angle       	Solar_Azimut_angle       	Total_titled_surf_radiati	Beam_radiation           	Angle_of_incid_4_surf    	Ground_reflectance       	
  +1.1000000000000000E+01	  +6.3650000000000002E+00	  -4.5020101474675585E+00	  +5.0576668117434604E-03	  +1.0100000000000000E+00	  +7.4853276756680160E+01	  -3.4863944123788201E+01	  +5.1316237158850345E+02	  +1.9958578421691817E+02	  +3.7626526163479447E+01	  +2.0000000000000001E-01	
  +1.2000000000000000E+01	  +6.6699999999999999E+00	  -6.9718201373020179E+00	  +4.8910718536730249E-03	  +6.9999999999999996E-01	  +6.9740770290273545E+01	  -2.1406368520992977E+01	  +8.0096912490117438E+02	  +3.3015220198207214E+02	  +2.9141642569027056E+01	  +2.0000000000000001E-01	
  +1.3000000000000000E+01	  +7.3499999999999996E+00	  -4.4787022971847250E+00	  +4.9701439462093181E-03	  +4.5000000000000001E-01	  +6.7093237002183429E+01	  -6.8394758393938329E+00	  +1.3637499528185785E+03	  +7.6715335951254121E+02	  +2.3853230821550127E+01	  +2.0000000000000001E-01	
  +1.4000000000000000E+01	  +8.0999999999999996E+00	  +5.9211919051938366E-01	  +5.1026639504447475E-03	  +8.4999999999999998E-01	  +6.7216054003209166E+01	  +8.1361716196297227E+00	  +1.3946573049138688E+03	  +8.5427933409569653E+02	  +2.4119998758798925E+01	  +2.0000000000000001E-01	
  +1.5000000000000000E+01	  +8.5899999999999999E+00	  +2.7734010869965005E+00	  +5.1741486634524223E-03	  +1.3900000000000001E+00	  +7.0094087964979465E+01	  +2.2628782704850170E+01	  +1.2393175423350829E+03	  +6.4048772733515091E+02	  +2.9787996665111578E+01	  +2.0000000000000001E-01	
  +1.6000000000000000E+01	  +8.5249999999999986E+00	  +2.7610066488807661E+00	  +5.1511391079692966E-03	  +1.4199999999999999E+00	  +7.5399451982842308E+01	  +3.5970781897911884E+01	  +6.9836981653095415E+02	  +3.6088988536460221E+02	  +3.8447229296581234E+01	  +2.0000000000000001E-01	
  +1.7000000000000000E+01	  +8.1600000000000001E+00	  +2.4496764647290092E+00	  +5.0913687132000448E-03	  +1.0300000000000000E+00	  +8.2640905642244107E+01	  +4.7937769099220567E+01	  +2.7644880774212754E+02	  +1.3873068714720836E+02	  +4.8362231934471062E+01	  +2.0000000000000001E-01	
  +1.8000000000000000E+01	  +7.4900000000000002E+00	  +1.8807342600653101E+00	  +5.1222733754807221E-03	  +9.2000000000000004E-01	  +8.8375990503686424E+01	  +5.5361693439285652E+01	  +3.6620934832134759E+00	  +0.0000000000000000E+00	  +5.5377591051916504E+01	  +2.0000000000000001E-01	
  +1.9000000000000000E+01	  +6.6749999999999998E+00	  +4.0729395778646449E-01	  +5.1488118694450347E-03	  +1.1499999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.0000000000000000E+01	  +6.0400000000000000E+00	  -2.4750302434439391E+00	  +5.0436122909309818E-03	  +1.1749999999999998E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.1000000000000000E+01	  +5.4450000000000003E+00	  -7.7620846652257001E+00	  +4.9229274748156951E-03	  +1.1749999999999998E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.2000000000000000E+01	  +4.9299999999999997E+00	  -1.3175177285094378E+01	  +4.8846188732449489E-03	  +8.4499999999999997E-01	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.3000000000000000E+01	  +4.2400000000000002E+00	  -1.5597782837591637E+01	  +4.7824729418547715E-03	  +6.4500000000000002E-01	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.4000000000000000E+01	  +3.6399999999999997E+00	  -9.5024738679650227E+00	  +4.7074581641369179E-03	  +1.0200000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.5000000000000000E+01	  +3.1050000000000000E+00	  -3.8431828168522770E+00	  +4.6276197088743806E-03	  +1.0850000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.6000000000000000E+01	  +2.2999999999999998E+00	  -4.0032232449003118E+00	  +4.4150961153756000E-03	  +9.8999999999999999E-01	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.7000000000000000E+01	  +1.8650000000000000E+00	  -2.9831455072755944E+00	  +4.3237240830495778E-03	  +1.3599999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.8000000000000000E+01	  +1.7749999999999999E+00	  -2.3570046404609570E+00	  +4.3183280638358860E-03	  +1.6549999999999998E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.9000000000000000E+01	  +1.4649999999999999E+00	  -2.7381340474957483E+00	  +4.2243803721250450E-03	  +1.5400000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.0000000000000000E+01	  +1.6250000000000000E+00	  -2.6190846020662093E+00	  +4.2748880420331384E-03	  +1.5850000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
